,ID,Year_Birth,Education,Marital_Status,Income,Income_category,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,median_income,Age,Join_year,Childhome,Total_Mnt,Total_num_purchase,Total_accept,Order_value
1833,5866,1974-01-01,Graduate,Married,48186.0,2. Lower-Middle,1,0,2014-03-20,39,97,3,66,12,7,34,3,4,1,4,7,0,0,0,0,0,0,0,44989.0,41,2014,1,219,19,0,11.526315789473685
1834,10521,1977-01-01,Graduate,Married,54809.0,3. Upper-Middle,1,1,2013-09-11,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,1,42014.0,38,2013,2,174,16,1,10.875
1835,7393,1978-01-01,Graduate,Married,41580.0,2. Lower-Middle,1,1,2012-12-10,15,56,5,24,4,0,3,3,2,1,3,5,0,0,0,0,0,0,0,43526.0,37,2012,2,92,14,0,6.571428571428571
1836,7849,1970-01-01,Postgraduate,Married,80336.0,4. Upper,0,0,2013-09-09,12,209,19,456,160,142,66,1,2,9,13,1,0,0,0,0,0,0,0,64413.0,45,2013,0,1052,26,0,40.46153846153846
1837,332,1957-01-01,Graduate,Married,47743.0,2. Lower-Middle,0,1,2013-03-22,56,198,2,43,0,12,20,3,4,1,6,6,0,1,0,0,0,0,0,50388.0,58,2013,1,275,20,1,13.75
1838,9847,1955-01-01,Undergraduate,Married,62972.0,3. Upper-Middle,0,1,2012-08-03,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,0,67803.5,60,2012,1,587,22,0,26.681818181818183
1839,531,1954-01-01,Postgraduate,Single,57333.0,3. Upper-Middle,0,1,2012-09-22,55,941,14,397,76,58,176,11,8,5,9,6,0,0,0,0,0,0,1,65324.0,61,2012,1,1662,39,1,42.61538461538461
1840,9576,1982-01-01,Postgraduate,Married,32313.0,1. Lower,1,0,2013-02-11,60,86,4,56,2,4,7,3,4,0,4,9,0,0,0,0,0,0,0,70038.0,33,2013,1,159,20,0,7.95
1841,6906,1953-01-01,Postgraduate,Single,84953.0,4. Upper,0,0,2013-06-03,73,167,48,602,63,72,72,1,3,10,4,2,0,1,1,1,0,0,1,59354.0,62,2013,0,1024,20,4,51.2
1842,7419,1968-01-01,Postgraduate,Single,27071.0,1. Lower,1,0,2014-04-23,90,8,3,19,0,2,3,2,2,0,3,6,0,0,0,0,0,0,0,41335.0,47,2014,1,35,13,0,2.6923076923076925
1843,3170,1957-01-01,Postgraduate,Married,68148.0,3. Upper-Middle,0,0,2013-08-31,86,389,66,408,37,57,85,1,4,4,6,2,0,0,0,0,0,0,0,66636.0,58,2013,0,1042,17,0,61.294117647058826
1844,8527,1965-01-01,Postgraduate,Married,65735.0,3. Upper-Middle,1,1,2013-12-07,37,239,7,119,4,15,11,5,6,2,6,7,0,0,0,0,0,0,0,55250.0,50,2013,2,395,26,0,15.192307692307692
1845,7872,1975-01-01,Postgraduate,Married,86836.0,4. Upper,0,0,2012-09-12,7,179,21,273,0,21,63,1,6,10,6,5,1,0,1,1,0,0,1,60631.0,40,2012,0,557,28,4,19.892857142857142
1846,9931,1963-01-01,Postgraduate,Married,4023.0,1. Lower,1,1,2014-06-23,29,5,0,1,1,1,1,15,0,0,0,19,0,0,0,0,0,0,0,48918.0,52,2014,2,9,34,0,0.2647058823529412
1847,10595,1990-01-01,Graduate,Married,30093.0,1. Lower,0,0,2013-07-08,19,2,6,28,13,4,16,1,2,0,3,7,0,0,0,0,0,0,0,28094.0,25,2013,0,69,13,0,5.3076923076923075
1848,4609,1966-01-01,Postgraduate,Married,57705.0,3. Upper-Middle,0,1,2014-01-11,14,383,0,53,6,4,40,3,8,1,6,6,0,0,0,0,0,0,0,52588.5,49,2014,1,486,24,0,20.25
1849,5010,1988-01-01,Graduate,Single,25008.0,1. Lower,1,0,2014-02-02,72,2,8,8,6,1,9,2,1,0,3,8,0,0,0,0,0,0,0,40815.0,27,2014,1,34,14,0,2.4285714285714284
1850,4427,1995-01-01,Undergraduate,Single,83257.0,4. Upper,0,0,2012-09-18,56,536,27,590,38,107,67,1,5,10,12,6,1,0,1,0,0,1,1,81937.0,20,2012,0,1365,34,3,40.14705882352941
1851,11148,1975-01-01,Graduate,Married,22280.0,1. Lower,1,0,2013-05-19,85,2,1,4,3,1,2,1,1,0,2,8,0,0,0,0,0,0,0,56243.0,40,2013,1,13,12,0,1.0833333333333333
1852,1168,1978-01-01,Postgraduate,Married,72159.0,4. Upper,0,0,2012-10-29,62,322,53,899,34,40,53,1,4,6,10,2,0,0,0,0,0,0,0,39365.5,37,2012,0,1401,23,0,60.91304347826087
1853,9595,1961-01-01,Graduate,Married,64260.0,3. Upper-Middle,0,0,2013-01-11,1,539,169,816,20,0,30,1,4,5,4,3,0,0,0,0,0,0,1,57091.0,54,2013,0,1574,17,1,92.58823529411765
1854,10163,1984-01-01,Postgraduate,Single,82733.0,4. Upper,0,0,2013-09-10,28,712,50,420,65,38,38,1,8,4,7,4,0,0,0,0,0,0,1,41197.0,31,2013,0,1323,24,1,55.125
1855,2886,1971-01-01,Postgraduate,Single,74290.0,4. Upper,0,1,2013-08-12,70,1121,0,72,0,12,12,4,10,8,10,6,0,1,0,1,0,0,0,41313.0,44,2013,1,1217,38,2,32.026315789473685
1856,6710,1951-01-01,Postgraduate,Single,58217.0,3. Upper-Middle,2,1,2012-11-17,84,68,1,13,3,5,13,1,2,0,4,6,0,0,0,0,0,0,0,53459.5,64,2012,3,103,13,0,7.923076923076923
1857,5316,1976-01-01,Postgraduate,Married,21024.0,1. Lower,0,0,2013-07-04,89,36,4,18,6,2,18,1,2,0,4,7,0,0,0,0,0,0,0,51442.5,39,2013,0,84,14,0,6.0
1858,9029,1972-01-01,Postgraduate,Married,70116.0,4. Upper,0,0,2013-01-26,73,707,44,603,95,58,29,1,2,8,12,1,0,0,0,0,0,0,0,56175.5,43,2013,0,1536,24,0,64.0
1859,521,1985-01-01,Graduate,Married,54006.0,3. Upper-Middle,1,0,2012-09-18,42,174,77,203,6,24,97,2,8,1,7,7,0,0,0,0,0,0,0,37740.0,30,2012,1,581,25,0,23.24
1860,1459,1966-01-01,Postgraduate,Married,69063.0,4. Upper,0,1,2012-11-07,16,666,35,124,69,8,26,1,5,3,5,3,0,0,0,0,0,0,0,52588.5,49,2012,1,928,17,0,54.588235294117645
1861,10241,1975-01-01,Undergraduate,Single,11448.0,1. Lower,0,0,2013-12-15,16,0,0,0,6,2,6,1,1,0,2,6,0,0,0,0,0,0,0,37284.0,40,2013,0,14,10,0,1.4
1862,1630,1979-01-01,Graduate,Single,61825.0,3. Upper-Middle,0,1,2013-08-07,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0,60313.0,36,2013,1,424,19,0,22.31578947368421
1863,3254,1971-01-01,Graduate,Married,70886.0,4. Upper,1,0,2013-10-14,65,407,70,239,103,88,53,1,5,4,4,2,0,0,0,0,0,0,0,42075.5,44,2013,1,960,16,0,60.0
1864,9064,1982-01-01,Graduate,Married,69109.0,4. Upper,0,0,2012-11-09,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,1,47737.5,33,2012,0,1555,24,2,64.79166666666667
1865,3678,1973-01-01,Graduate,Single,60208.0,3. Upper-Middle,1,1,2012-10-07,13,488,23,71,15,0,59,11,8,3,7,7,0,1,0,0,0,0,1,50121.0,42,2012,2,656,36,2,18.22222222222222
1866,4227,1968-01-01,Postgraduate,Married,32889.0,1. Lower,1,1,2013-09-06,78,28,0,13,4,2,8,3,2,1,3,5,0,0,0,0,0,0,0,41335.0,47,2013,2,55,14,0,3.9285714285714284
1867,9467,1984-01-01,Graduate,Single,34738.0,1. Lower,1,0,2014-05-11,51,3,2,10,3,0,2,1,1,0,3,6,0,0,0,0,0,0,0,35196.0,31,2014,1,20,11,0,1.8181818181818181
1868,8486,1971-01-01,Postgraduate,Married,30538.0,1. Lower,1,0,2012-10-01,27,284,0,52,8,3,20,4,9,0,4,10,0,0,0,0,0,0,0,41313.0,44,2012,1,367,27,0,13.592592592592593
1869,2186,1977-01-01,Undergraduate,Married,82326.0,4. Upper,0,0,2014-03-10,30,938,142,754,159,81,183,1,5,10,6,2,0,1,1,1,0,0,1,31467.0,38,2014,0,2257,24,4,94.04166666666667
1870,3286,1967-01-01,Postgraduate,Single,26642.0,1. Lower,1,0,2014-03-01,71,13,2,15,2,2,8,2,2,0,3,6,0,0,0,0,0,0,0,56447.5,48,2014,1,42,13,0,3.230769230769231
1871,8602,1964-01-01,Graduate,Single,69932.0,4. Upper,0,1,2013-06-12,97,412,172,153,150,105,57,2,7,6,11,4,0,0,0,0,0,0,0,53872.0,51,2013,1,1049,30,0,34.96666666666667
1872,3722,1972-01-01,Graduate,Single,44503.0,2. Lower-Middle,1,1,2014-04-16,83,31,1,8,0,0,8,2,2,0,3,6,0,0,0,0,0,0,0,44503.0,43,2014,2,48,13,0,3.6923076923076925
1873,6715,1948-01-01,Postgraduate,Single,60200.0,3. Upper-Middle,0,1,2013-01-02,3,502,19,132,0,6,26,6,6,2,11,6,0,0,0,0,0,0,0,60200.0,67,2013,1,685,31,0,22.096774193548388
1874,4796,1952-01-01,Graduate,Single,49638.0,2. Lower-Middle,0,1,2014-04-19,71,18,10,3,3,5,0,1,1,0,3,2,0,0,0,0,0,0,0,61823.0,63,2014,1,39,7,0,5.571428571428571
1875,9612,1987-01-01,Undergraduate,Single,23830.0,1. Lower,0,0,2014-02-07,3,1,8,6,4,8,16,1,1,0,3,7,0,0,0,0,0,0,0,27110.0,28,2014,0,43,12,0,3.5833333333333335
1876,3766,1959-01-01,Postgraduate,Single,33051.0,1. Lower,0,0,2012-08-16,15,100,71,243,108,94,219,3,9,1,8,9,0,0,0,0,0,0,1,77520.0,56,2012,0,835,30,1,27.833333333333332
1877,1399,1958-01-01,Graduate,Married,72905.0,4. Upper,0,0,2014-01-21,52,407,114,445,181,165,203,1,3,7,9,1,0,0,0,1,0,0,0,65148.0,57,2014,0,1515,21,1,72.14285714285714
1878,1570,1951-01-01,Postgraduate,Married,69702.0,4. Upper,0,1,2013-02-19,8,664,9,240,50,19,57,2,7,7,10,4,0,0,0,0,0,0,0,67680.0,64,2013,1,1039,30,0,34.63333333333333
1879,3426,1975-01-01,Graduate,Single,70300.0,4. Upper,1,0,2013-07-15,89,1045,61,338,60,46,46,3,5,5,13,8,0,0,0,0,0,0,0,56243.0,40,2013,1,1596,34,0,46.94117647058823
1880,3074,1984-01-01,Postgraduate,Married,70643.0,4. Upper,0,0,2012-10-15,66,1218,107,304,23,143,33,1,5,8,4,6,0,0,0,0,0,0,1,41197.0,31,2012,0,1828,24,1,76.16666666666667
1881,8341,1969-01-01,Postgraduate,Married,30396.0,1. Lower,1,0,2014-04-30,22,15,0,6,0,1,12,2,1,1,2,7,1,0,0,0,0,0,1,55212.0,46,2014,1,34,13,2,2.6153846153846154
1882,5180,1968-01-01,Postgraduate,Single,50616.0,2. Lower-Middle,0,1,2014-04-18,56,128,0,16,0,1,4,2,4,0,4,7,0,0,0,0,0,0,0,42564.0,47,2014,1,149,17,0,8.764705882352942
1883,6461,1969-01-01,Postgraduate,Single,62772.0,3. Upper-Middle,0,1,2013-05-19,74,581,49,157,43,8,108,1,5,6,11,2,0,1,0,0,0,0,0,44121.5,46,2013,1,946,25,1,37.84
1884,7679,1985-01-01,Postgraduate,Single,30298.0,1. Lower,0,0,2014-05-19,48,6,3,12,6,1,0,1,1,1,3,3,0,0,0,0,0,0,0,33454.0,30,2014,0,28,9,0,3.111111111111111
1885,10702,1984-01-01,Graduate,Single,52413.0,3. Upper-Middle,1,0,2012-11-03,67,185,8,133,56,56,12,2,7,1,7,7,0,0,0,0,0,0,0,35196.0,31,2012,1,450,24,0,18.75
1886,7505,1957-01-01,Postgraduate,Married,44155.0,2. Lower-Middle,1,1,2014-01-19,24,22,1,9,0,0,14,1,1,1,2,4,0,0,0,0,0,0,0,41437.0,58,2014,2,46,9,0,5.111111111111111
1887,5113,1971-01-01,Postgraduate,Single,86979.0,4. Upper,0,0,2013-11-07,67,584,100,835,65,83,35,1,5,5,5,2,1,0,0,0,0,0,1,48190.0,44,2013,0,1702,18,2,94.55555555555556
1888,10858,1975-01-01,Graduate,Married,76532.0,4. Upper,1,1,2013-09-09,38,355,30,177,90,138,30,4,9,5,7,5,0,0,0,0,0,0,0,56243.0,40,2013,2,820,30,0,27.333333333333332
1889,2961,1982-01-01,Graduate,Married,42081.0,2. Lower-Middle,1,0,2013-02-26,86,175,10,110,54,6,27,2,6,3,4,6,1,0,0,0,0,0,0,47737.5,33,2013,1,382,21,1,18.19047619047619
1890,2747,1988-01-01,Postgraduate,Married,67546.0,3. Upper-Middle,0,0,2012-08-31,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,0,67546.0,27,2012,0,2126,23,0,92.43478260869566
1891,3010,1989-01-01,Postgraduate,Married,88420.0,4. Upper,0,0,2014-05-02,87,957,153,612,99,95,153,1,4,7,8,1,1,0,1,1,0,0,0,10979.0,26,2014,0,2069,21,3,98.52380952380952
1892,5790,1985-01-01,Graduate,Married,31158.0,1. Lower,1,0,2013-01-27,62,25,6,16,20,0,5,2,2,0,3,8,0,0,0,0,0,0,0,37740.0,30,2013,1,72,15,0,4.8
1893,6892,1968-01-01,Graduate,Single,61671.0,3. Upper-Middle,0,1,2014-06-03,23,641,7,56,0,0,28,8,10,4,6,8,0,1,0,1,0,0,0,53910.5,47,2014,1,732,36,2,20.333333333333332
1894,1743,1974-01-01,Graduate,Single,69719.0,4. Upper,0,0,2014-05-26,99,273,86,208,177,14,43,1,2,3,5,1,0,0,0,0,0,0,0,44989.0,41,2014,0,801,12,0,66.75
1895,3578,1949-01-01,Graduate,Single,49160.0,2. Lower-Middle,0,1,2013-10-20,29,122,21,43,25,10,15,2,3,1,6,6,0,0,0,0,0,0,0,69768.5,66,2013,1,236,18,0,13.11111111111111
1896,8462,1978-01-01,Undergraduate,Married,24882.0,1. Lower,1,0,2012-09-09,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,0,24882.0,37,2012,1,80,11,1,7.2727272727272725
1897,5558,1954-01-01,Postgraduate,Single,90933.0,4. Upper,0,0,2014-03-31,90,1020,31,430,62,63,79,1,4,6,4,1,0,0,1,0,0,0,0,65324.0,61,2014,0,1685,16,1,105.3125
1898,4619,1945-01-01,Postgraduate,Single,113734.0,4. Upper,0,0,2014-05-28,9,6,2,3,1,262,3,0,27,0,0,1,0,0,0,0,0,0,0,70356.0,70,2014,0,277,28,0,9.892857142857142
1899,8780,1950-01-01,Postgraduate,Married,59292.0,3. Upper-Middle,0,1,2013-06-13,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,0,53294.5,65,2013,1,507,21,0,24.142857142857142
1900,10789,1964-01-01,Postgraduate,Married,45759.0,2. Lower-Middle,1,1,2013-02-23,13,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,0,60100.0,51,2013,2,68,14,0,4.857142857142857
1901,10779,1983-01-01,Graduate,Single,22148.0,1. Lower,0,0,2014-04-13,16,15,5,14,0,4,11,1,1,0,3,7,0,0,0,0,0,0,0,37292.0,32,2014,0,49,12,0,4.083333333333333
1902,5896,1987-01-01,Postgraduate,Married,73395.0,4. Upper,0,0,2014-03-18,94,272,7,80,20,7,11,1,4,4,6,2,0,0,0,0,0,0,0,67591.0,28,2014,0,397,17,0,23.352941176470587
1903,2337,1971-01-01,Graduate,Single,29819.0,1. Lower,1,0,2013-10-24,77,9,1,24,2,1,2,3,3,0,3,6,0,0,0,0,0,0,0,42075.5,44,2013,1,39,15,0,2.6
1904,10951,1968-01-01,Graduate,Married,45688.0,2. Lower-Middle,0,1,2014-01-25,20,279,0,18,0,0,9,2,3,1,8,4,0,1,0,0,0,0,0,53910.5,47,2014,1,306,18,1,17.0
1905,544,1954-01-01,Graduate,Married,62820.0,3. Upper-Middle,0,0,2013-05-11,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,0,60965.5,61,2013,0,976,15,0,65.06666666666666
1906,17,1971-01-01,Postgraduate,Married,60491.0,3. Upper-Middle,0,1,2013-09-06,81,637,47,237,12,19,76,4,6,11,7,5,0,0,0,0,0,0,0,48190.0,44,2013,1,1028,33,0,31.151515151515152
1907,10680,1986-01-01,Graduate,Married,33235.0,1. Lower,1,0,2014-02-05,71,45,0,16,2,1,6,1,3,0,3,7,0,0,0,0,0,0,0,38508.0,29,2014,1,70,14,0,5.0
1908,3265,1959-01-01,Graduate,Married,35701.0,2. Lower-Middle,0,0,2013-03-19,36,21,1,9,7,3,5,1,1,0,3,6,0,0,0,0,0,0,0,59646.5,56,2013,0,46,11,0,4.181818181818182
1909,5623,1980-01-01,Postgraduate,Married,31535.0,1. Lower,1,0,2013-09-26,95,15,4,13,0,0,19,1,1,1,2,7,1,0,0,0,0,0,0,69661.0,35,2013,1,51,12,1,4.25
1910,5832,1960-01-01,Undergraduate,Married,92556.0,4. Upper,0,0,2014-04-20,32,493,183,352,184,23,28,0,3,5,13,0,0,0,0,0,0,0,0,50523.0,55,2014,0,1263,21,0,60.142857142857146
1911,5544,1970-01-01,Graduate,Single,67384.0,3. Upper-Middle,0,1,2012-11-10,32,957,40,175,158,53,107,2,7,8,5,5,0,1,0,0,0,0,0,53187.0,45,2012,1,1490,27,1,55.18518518518518
1912,6417,1971-01-01,Postgraduate,Married,80573.0,4. Upper,0,0,2012-10-14,85,829,138,430,60,92,15,1,4,6,13,2,0,0,0,0,0,0,0,41313.0,44,2012,0,1564,26,0,60.15384615384615
1913,5831,1967-01-01,Graduate,Married,77870.0,4. Upper,0,1,2012-08-22,93,1017,50,500,65,50,133,3,5,5,5,8,0,1,0,1,0,0,1,55657.0,48,2012,1,1815,26,3,69.8076923076923
1914,7101,1963-01-01,Postgraduate,Single,52278.0,3. Upper-Middle,0,1,2013-01-25,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,0,0,48918.0,52,2013,1,1198,39,0,30.71794871794872
1915,10176,1968-01-01,Graduate,Single,57107.0,3. Upper-Middle,0,1,2012-08-24,44,159,0,120,0,0,137,7,4,4,8,8,0,1,0,0,1,0,1,53910.5,47,2012,1,416,31,5,13.419354838709678
1916,2326,1990-01-01,Graduate,Married,18929.0,1. Lower,0,0,2013-02-16,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,0,28094.0,25,2013,0,85,12,0,7.083333333333333
1917,4385,1981-01-01,Postgraduate,Single,36038.0,2. Lower-Middle,1,0,2013-05-31,82,23,0,15,0,2,7,2,3,0,3,6,0,0,0,0,0,0,0,50945.0,34,2013,1,47,14,0,3.357142857142857
1918,2929,1976-01-01,Graduate,Single,20180.0,1. Lower,0,0,2013-02-20,27,18,42,24,15,20,18,1,2,1,4,7,0,0,0,0,0,0,0,46179.5,39,2013,0,137,15,0,9.133333333333333
1919,10686,1965-01-01,Postgraduate,Married,34230.0,1. Lower,1,1,2012-12-26,72,15,0,4,0,0,2,1,1,0,2,7,0,0,0,0,0,0,0,57236.0,50,2012,2,21,11,0,1.9090909090909092
1920,2546,1977-01-01,Undergraduate,Single,31878.0,1. Lower,0,1,2014-06-22,7,23,4,5,10,5,23,1,1,0,4,3,0,0,0,0,0,0,0,31467.0,38,2014,1,70,9,0,7.777777777777778
1921,3283,1972-01-01,Undergraduate,Married,70932.0,4. Upper,0,1,2014-01-19,57,200,193,100,46,185,185,2,6,2,12,3,0,0,0,0,0,0,0,50334.0,43,2014,1,909,25,0,36.36
1922,3138,1956-01-01,Graduate,Single,91249.0,4. Upper,0,0,2012-10-20,84,1324,27,119,71,108,27,0,7,9,6,4,0,1,1,1,1,0,1,54450.0,59,2012,0,1676,26,7,64.46153846153847
1923,4994,1943-01-01,Postgraduate,Single,77598.0,4. Upper,0,0,2013-10-01,53,1193,33,281,129,66,33,1,7,5,13,3,0,0,1,0,0,0,0,71335.5,72,2013,0,1735,29,1,59.827586206896555
1924,7966,1959-01-01,Graduate,Single,80982.0,4. Upper,1,1,2013-01-08,48,505,137,401,104,22,22,3,11,5,11,5,0,0,0,0,0,1,0,59646.5,56,2013,2,1191,35,0,34.02857142857143
1925,3112,1977-01-01,Postgraduate,Married,22701.0,1. Lower,1,0,2013-09-05,2,2,4,9,0,4,5,1,1,0,3,5,0,0,0,0,0,0,0,46808.0,38,2013,1,24,10,0,2.4
1926,10872,1969-01-01,Postgraduate,Married,55212.0,3. Upper-Middle,0,1,2012-11-23,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,0,0,55212.0,46,2012,1,1182,28,4,42.214285714285715
1927,2181,1970-01-01,Graduate,Married,70617.0,4. Upper,0,0,2013-06-23,45,353,61,753,40,46,27,1,3,3,7,2,0,0,0,0,0,0,0,53187.0,45,2013,0,1280,16,0,80.0
1928,1867,1957-01-01,Graduate,Single,64849.0,3. Upper-Middle,0,0,2012-11-13,42,652,48,350,94,84,108,1,9,3,6,5,0,0,0,0,0,0,1,50388.0,58,2012,0,1336,24,1,55.666666666666664
1929,1518,1965-01-01,Postgraduate,Married,62694.0,3. Upper-Middle,1,1,2013-06-17,29,379,6,157,25,91,91,5,9,3,7,7,0,0,0,0,0,0,0,55250.0,50,2013,2,749,31,0,24.161290322580644
1930,5734,1974-01-01,Postgraduate,Married,61917.0,3. Upper-Middle,1,1,2013-11-20,83,46,4,36,2,2,1,1,2,0,4,5,0,0,0,0,0,0,0,39767.0,41,2013,2,91,12,0,7.583333333333333
1931,2878,1947-01-01,Postgraduate,Married,67472.0,3. Upper-Middle,0,1,2013-09-28,93,162,31,127,8,17,69,2,4,2,7,3,0,0,0,0,0,0,0,70588.0,68,2013,1,414,18,0,23.0
1932,1458,1982-01-01,Postgraduate,Married,21059.0,1. Lower,1,0,2014-01-07,40,8,3,19,3,3,8,3,3,0,3,6,0,0,0,0,0,0,0,27590.0,33,2014,1,44,15,0,2.933333333333333
1933,7007,1968-01-01,Postgraduate,Married,29543.0,1. Lower,2,0,2014-04-01,47,17,3,18,3,4,18,2,3,1,2,7,0,0,0,0,0,0,0,41335.0,47,2014,2,63,15,0,4.2
1934,6200,1951-01-01,Graduate,Married,75903.0,4. Upper,0,1,2013-04-08,50,340,108,185,130,38,100,2,6,6,9,3,0,0,0,0,0,0,0,55547.0,64,2013,1,901,26,0,34.65384615384615
1935,1403,1975-01-01,Undergraduate,Married,34984.0,1. Lower,1,1,2012-09-06,40,8,4,15,3,5,3,2,1,0,3,7,0,0,0,0,0,0,0,37284.0,40,2012,2,38,13,0,2.923076923076923
1936,4827,1956-01-01,Postgraduate,Single,54998.0,3. Upper-Middle,0,1,2013-03-10,3,154,22,202,39,30,8,5,4,2,9,4,0,0,0,0,0,0,1,76542.0,59,2013,1,455,24,1,18.958333333333332
1937,6250,1949-01-01,Postgraduate,Single,54356.0,3. Upper-Middle,0,1,2012-11-19,62,710,15,30,20,0,0,3,11,2,8,8,0,0,0,0,0,0,1,63259.0,66,2012,1,775,32,1,24.21875
1938,9291,1959-01-01,Postgraduate,Married,34242.0,1. Lower,0,1,2014-03-23,25,8,2,4,0,0,1,1,0,0,3,5,0,0,0,0,0,0,0,77520.0,56,2014,1,15,9,0,1.6666666666666667
1939,2478,1973-01-01,Graduate,Married,25410.0,1. Lower,1,0,2013-08-31,48,2,2,4,13,13,4,1,1,0,4,4,0,0,0,0,0,0,0,50121.0,42,2013,1,38,10,0,3.8
1940,1139,1984-01-01,Postgraduate,Married,73356.0,4. Upper,0,0,2014-02-06,56,1050,14,322,0,14,112,1,5,11,5,2,1,0,1,1,0,0,1,41197.0,31,2014,0,1512,24,4,63.0
1941,5138,1950-01-01,Graduate,Married,28320.0,1. Lower,0,1,2013-01-14,68,19,1,14,3,2,4,1,1,0,3,8,0,0,0,0,0,0,0,48070.0,65,2013,1,43,13,0,3.3076923076923075
1942,5393,1977-01-01,Graduate,Single,23763.0,1. Lower,1,0,2012-08-07,64,22,0,6,6,2,6,1,1,0,3,7,0,0,0,0,0,0,0,42014.0,38,2012,1,42,12,0,3.5
1943,10413,1984-01-01,Graduate,Married,72570.0,4. Upper,0,0,2014-04-25,67,274,83,216,151,141,224,1,4,6,12,1,0,0,0,0,0,0,0,35196.0,31,2014,0,1089,24,0,45.375
1944,5015,1976-01-01,Postgraduate,Married,34529.0,1. Lower,1,0,2012-09-14,94,68,6,38,3,6,41,2,2,2,3,7,0,0,0,0,0,0,0,51442.5,39,2012,1,162,16,0,10.125
1945,10868,1951-01-01,Graduate,Single,70792.0,4. Upper,0,0,2013-02-06,82,344,45,654,104,11,114,2,3,4,10,3,0,0,0,0,0,0,0,55547.0,64,2013,0,1272,22,0,57.81818181818182
1946,10676,1982-01-01,Graduate,Married,63211.0,3. Upper-Middle,0,0,2012-11-02,3,145,193,459,205,26,145,2,3,8,7,2,0,0,0,0,0,0,1,47737.5,33,2012,0,1173,22,1,53.31818181818182
1947,2495,1974-01-01,Postgraduate,Married,83891.0,4. Upper,0,1,2014-06-20,24,217,38,350,111,85,15,1,4,7,10,1,0,0,0,0,0,0,0,55930.5,41,2014,1,816,23,0,35.47826086956522
1948,7842,1968-01-01,Graduate,Single,36065.0,2. Lower-Middle,1,1,2013-03-31,54,18,7,34,10,2,3,3,3,0,3,8,0,0,0,0,0,0,0,53910.5,47,2013,2,74,17,0,4.352941176470588
1949,9955,1954-01-01,Graduate,Married,39898.0,2. Lower-Middle,0,1,2013-02-12,20,69,8,26,12,7,12,2,3,0,4,7,0,0,0,0,0,0,0,60965.5,61,2013,1,134,16,0,8.375
1950,6663,1940-01-01,Postgraduate,Single,51141.0,2. Lower-Middle,0,0,2013-07-08,96,144,0,7,0,0,6,1,3,1,4,5,0,0,0,0,0,0,0,51141.0,75,2013,0,157,14,0,11.214285714285714
1951,2162,1976-01-01,Graduate,Married,56939.0,3. Upper-Middle,0,1,2013-09-18,19,256,34,103,90,29,49,2,3,3,10,3,0,0,0,0,0,0,0,46179.5,39,2013,1,561,21,0,26.714285714285715
1952,3434,1951-01-01,Graduate,Single,80872.0,4. Upper,0,0,2014-05-12,60,483,72,567,94,12,108,1,4,4,10,1,0,0,0,0,0,0,0,55547.0,64,2014,0,1336,20,0,66.8
1953,7919,1976-01-01,Postgraduate,Married,72335.0,4. Upper,0,0,2012-08-13,2,1285,105,653,28,21,0,1,10,4,8,8,0,0,0,0,0,0,1,55412.0,39,2012,0,2092,31,1,67.48387096774194
1954,5626,1964-01-01,Postgraduate,Single,61798.0,3. Upper-Middle,0,0,2013-11-23,13,338,4,89,11,8,13,1,4,2,9,4,0,0,0,0,0,0,0,60100.0,51,2013,0,463,20,0,23.15
1955,6428,1950-01-01,Postgraduate,Single,76842.0,4. Upper,0,0,2014-05-03,37,605,10,345,84,54,32,1,1,8,7,0,0,0,0,0,0,0,0,53294.5,65,2014,0,1130,17,0,66.47058823529412
1956,8514,1976-01-01,Graduate,Married,29478.0,1. Lower,1,0,2014-01-17,59,8,0,7,3,1,1,1,1,0,3,6,0,0,0,0,0,0,0,46179.5,39,2014,1,20,11,0,1.8181818181818181
1957,10448,1956-01-01,Graduate,Single,46998.0,2. Lower-Middle,0,1,2012-10-22,55,172,41,86,45,6,27,5,5,3,5,7,1,0,0,0,0,0,0,54450.0,59,2012,1,377,25,1,15.08
1958,2109,1990-01-01,Graduate,Single,96843.0,4. Upper,0,0,2013-04-23,60,448,71,951,40,17,17,1,6,11,10,2,0,0,1,0,0,0,1,28094.0,25,2013,0,1544,30,2,51.46666666666667
